Shop Name,Owner,location,Description,Review,Sales,Item Types,Reviews
IndiaGraceDesigns,Vicki Mansfield,N/A,"Modern embroideries from traditional arts
                                ",5,90,[],"[['triggybalu', '5', 'Took a while because it was out of country. But can’t wait to get the stuff together to start stitching it. Thank you.'], ['Laura', '5', 'Absolutely stunning cards! The detail is just beautiful! Fast delivery & great customer service! 100% will purchase again!'], ['Sydney', '5', ""Super fast shipping, great communication, awesome kit! I'm very excited to get started :)""], ['Wendy', '5', 'Excellent kit, very fast delivery ,definitely recommend'], ['Jane', '5', 'Clear diagrams, well presented. I’ve made a start already.'], ['Elmo', '5', ""Thanks a lot they are beautiful I can't wait to start""], ['Elmo', '5', ""Thanks a lot they are beautiful I can't wait to start""], ['Elmo', '5', ""Thanks a lot they are beautiful I can't wait to start""], ['Laura', '5', 'N/A']]"
IndiaGraceGraphics,India Grace Spiteri,N/A,"India Grace Graphics 
                                ",0,0,[],[]
IndiaGracesOasis,Grace Thornton,"Washington, D.C., United States","I'm an artsy teen selling handmade art and decor :)
                                ",0,0,[],[]
indiagraystudio,India Konemann,N/A,"Lightweight polymer clay earrings made with love in TN
                                ",5,50,[],"[['Erica', '5', 'Love the earrings! They are so lightweight and she has so many options!'], ['Beth', '5', 'These are the cutest earrings I’ve ever seen!!! Super friendly shop owner and super fast shipping!'], ['Sarah', '5', 'The glittery earrings will be worn the week of Valentine’s Day!  High quality and such cute packaging.'], ['Shelby', '5', 'These darling earrings arrived in the most precious packaging! Attention to detail is not missed by any means! This is the second pair of earrings I have purchased and I am in awe of the craftsmanship and detail put into them. 💖💖 beautiful, just beautiful!'], ['Jenny ', '5', 'Thank you friend it is so lovely!'], ['Erica', '5', 'N/A'], ['Erica', '5', 'N/A'], ['Elizabeth', '5', 'N/A'], ['Tabbie', '5', 'N/A'], ['mkbmc', '5', 'N/A']]"
IndiaHandicCreations,Kakoli,N/A,"Indian Handicraft items for the people around the world
                                ",0,0,[],[]
indiahandloomartisan,Pushkar Mittal,"Jaipur, Rajasthan","manufacturer and supplier of all type rug
                                ",4.6154,144,['On sale'],"[['Sarah', '5', 'Great product and looks as advertised! Shipping was 10 days delayed so be prepared for possible schedule changes. Otherwise, happy with the purchase.'], ['Linda', '5', 'Exactly what I needed - it arrived quickly, too.'], ['Robin', '5', 'Love the carpet! It’s even more beautiful in person than in the pictures. Wrapped well and received in good time. \nThank you! Will definitely buy again.'], ['Jamal', '5', 'Great product and quick shipping'], ['Carol', '5', 'It looks good under my kitchen table and the yellow gives it a nice pop of color.'], ['Ann', '5', 'They promptly rectified a problem with my order. Thank you!'], ['Maggie', '5', 'Great rug, even better than expected'], ['Yasmin', '5', 'Great quality rug. Really happy with my purchase.'], ['hsoicher', '5', 'Nice quality - fast ship.  They even made a custom size for me.  Excellent!'], ['nfraise', '5', ""Beautiful rug and quality. It's darker than it appears on the photo, but is nicely woven and sturdy. Thanks!""]]"
IndiaHandmadeDrishti,Kavitha Nistala Gollapudi,"London, United Kingdom","Drishti-The Essence of India
                                ",0,0,[],[]
IndiahandmadesCrafts,Namaste,N/A,"Cotton Kaftan,Cotton Kurta,Kantha Quilts,Kurtis
                                ",4.8571,62,"['Kaftan Dress', 'Indian Kurtis', 'Mandala Tapestry', 'Twin Size Tapestry', 'Round Mandala Tapestry', 'Cushion\\Pillow Cover', 'KURTA - MENS', 'Rings', 'CURTAIN', 'COTTON KIMONO', 'SHIBORI KAFTAN', 'Kantha Bed Cover/quilt']","[['Gregory', '5', 'Thank you for a good product'], ['Gregory', '5', 'Thank you for a good product'], ['maddpoohbear', '4', 'N/A'], ['Lisa', '5', 'N/A'], ['Sign in with Apple user', '5', 'N/A'], ['Sign in with Apple user', '5', 'N/A'], ['Ruma', '5', 'N/A']]"
IndiaHensonYoga,India,"Alabama, United States","Yoga Classes with India Henson
                                ",0,0,[],[]
IndiaHeritage101,IndiaHeritage Artistry,"Texas, United States","Premium fine art prints of Indian Heritage
                                ",4.5,2,"['Fine Art Framed Prints', 'Digital Prints']","[['Yugendra', '5', ""Quick and very efficient customer service. Can't wait for my second purchase!""], ['pipfa8in', '4', 'Very fast responses and makes sure everything was to my liking with no hesitation!']]"
IndiaHobbyArt,Prop. Mahendra Goyal Ahmedabad- Gujarat,"Ahmedabad, Gujarat","Hobby collection , Display décor , Rustic / distress
                                ",5,6,['01 Wood Revised item'],"[['Michael', '5', 'Absolutely wonderful seller! Great communication and very friendly. The item was well packed and exactly as described. US buyers can order with confidence!'], ['Rick', '5', 'This vendor is a great resource, and offers uncommon items at affordable price.   I have known this vendor for many years, and he has recently joined Etsy.  Highly recommended vendor who sells genuine items.']]"
IndiaHobson,India Hobson,"Sheffield, United Kingdom","Photographic prints and more
                                ",5,28,[],"[['Gissel', '5', 'Postcards were worth the wait. They are beautiful, I almost don’t want to use them!'], ['Emma', '5', 'N/A'], ['Emma', '5', 'N/A']]"
IndiaHomeFurnishings,Babita Arora,N/A,"Custom Curtains Custom Drapery
                                ",4.9846,450,"['Dupioni Silk Drapes', 'Faux Silk Drapes', 'Linen Drapes', 'Jacquard Drapes', 'Embroidery Drapes', 'Prints & Pattern Drapes', 'Textured Drapes', 'Sheer Curtains', 'Pillows & Cushion Cover', 'Others']","[['Duane Nash', '5', 'Curtains are truly beautiful and just as described.  Wonderful communication and responsiveness!  Will definitely buy from again!'], ['Dina', '5', 'Absolutely gorgeous, great pricing for quantity and fast shipping from overseas.'], ['Dina', '5', 'Unbelievably fast service from India'], ['Bianca Ferraioli', '5', 'lovely just as expected, this vendor has beautiful drapery.  quality,fabric,workmanship all top notch.'], ['Beatrice', '5', 'The draperies are absolutely beautiful and extremely well made. Thank you!'], ['Beatrice', '5', 'The draperies are absolutely beautiful and extremely well made. Thank you!'], ['mbleggio', '5', 'Communication was great, curtains were made quickly and shipped immediately. They did a great job!'], ['Dina', '5', 'Absolutely gorgeous, great pricing for quantity and fast shipping from overseas.'], ['kathleen', '4', 'nice shop and very good material'], ['kathleen', '5', 'beautiful made curtains really nice shop\nReccomend']]"
IndiaHouseDesigns,India House,"Delhi, India","Indian Handicrafts  and Home Decor items
                                ",4.6505,434,"['Copper Bottles', 'Utility Box', 'Table Decor', 'Jewellery', 'Yarn Bowl', 'Wall Hanging', 'Knobs', 'Chess and indoor games', 'Copper Glass', 'Brass Jewellery', 'Singing Bowl', 'Home Furnishing', 'Blue pottery', 'Smudge or Serving Bowl', 'Beer Mug', 'coaster set', 'Serving Tray', 'Ceramic Mug', 'Candles,oil burner', 'Handmade Journal']","[['Carolyn', '5', ""Beautiful journal and very timely shipping! I'm very happy with this purchase!""], ['GION-RUDOLF', '5', 'That looks great and is fun. Highly recommended!'], ['Latimah', '5', 'Beautifully presented, like receiving a true gift. And the communication with the seller was genuine and truly considerate and helpful. Thank you. Looking forward to using and sharing the drink bottle and cups. Quality purchase at a great price.'], ['Harpriya', '4', 'The first box had some issues, but the seller was quick to send a replacement. I do love this spice box!'], ['Juliet', '5', 'These knobs are gorgeous and great quality. Perfect for the bathroom.'], ['Cynthia', '5', ""These knobs are beautiful! They're the perfect finishing touch for my cabinet refinish project! The shipping was extremely fast too!\nThank you!""], ['Tony', '5', 'Nice looking good quality and great packaging took me 20 minutes to get off all the plastic.'], ['Tony', '5', 'Just as described, Nice looking product.'], ['fstulip', '5', 'The product was packaged well, with each doll individually wrapped in ample bubble wrap. The statues themselves are wonderful. Could not be more happy with the purchase.'], ['Ena', '1', 'I really like the bottle, it’s beautiful and I love to drink from it. It came a bit damaged unfortunately and also the rubber is not holding water well.']]"
indiaillustrated,India Illustrated,"Liverpool, United Kingdom","Shop my groovy illustration prints below!
                                ",0,0,[],[]
IndiaImportium,Vikki Truver,"California, United States","India Importium
                                ",0,0,[],[]
IndiaimportUS,india Imports,N/A,"The Best of India, Tibet & Nepal
                                ",0,0,[],[]
IndiaInaJarDOTcom,Collin,"Paignton, United Kingdom","Artisan Indian cuisine in a Jar by Chef Collin Pereira
                                ",0,0,[],[]
IndiaInkpaintings,Anthony Doow,N/A,"Brett Wood's art n stuff
                                ",0,0,[],[]
IndiaInspiredArt,IndiaInspiredArt,N/A,"India~Inspired~Art
                                ",0,0,[],[]
IndiaInspiredCrafts,Harsha,"Loughborough, United Kingdom","Unique handmade gifts using sari fabric
                                ",5,102,"['Necklaces', 'Bracelets', 'Art work']","[['Monika', '5', 'Lovely item, super quick delivery and be waiting for more colours . Highly recommended !'], ['Christina', '5', ""Absolutely gorgeous bracelet, I can't stop buying from this seller and I am really looking forward to her next designs!""], ['BbForTurquoise', '5', 'So beautiful. Thank you!'], ['Christina', '5', ""This is the second bracelet that I buy from this seller and it's absolutely wonderful! The colour is stunning and the design is very intricate. I can't wait for her to make more, so that I can buy them! Highly recommend!""], ['Wendy', '5', 'A beautifully made Sari cuff, bought as part of a Birthday present. It was quite big but easily adjusted with repositioning the button. Fast despatch & delivery, thank you.'], ['Poppy', '5', 'exceeded expectations, beautiful fabric and wonderful quality. would definitely recommend and buy again'], ['paul', '5', 'the item could not be better , very nice , the seller was extremely pleasant , highly recommended . thank you very much indeed'], ['Rebecca', '5', 'Delighted with this bracelet for my niece, I’m sure she will be also x'], ['jjthielsch', '5', 'Beautiful necklace,  was as described.'], ['Christina', '5', 'Very beautiful and colourful bracelet! The quality is great.']]"
IndiaJadeCreations,India,"Bristol, United Kingdom","Handmade, unique, bespoke items
                                ",0,0,[],[]
Indiajaeandco,Taryn,N/A,"Hand Poured Soy Wax Scents
                                ",0,0,[],[]
Indiajewelboutique,Tiffany C,"California, United States","Select jewelry designed in US, hand craftedin India!
                                ",5,5,[],"[['Maria', '5', 'N/A']]"
IndiajewelryDesign,indiajewelryDesign,"Jaipur, Rajasthan","❤ Unique Sterling Silver Rings
                                ",3.5,220,"['On sale', '925 Sterling Silver', 'Spinner Ring', 'Band Ring', 'Silver Bracelet', 'Silver Pendant', 'Bangle', 'Earrings']","[['Louise Asik', '4', 'It is as beautiful as expected great quality and was delivered on time if not slightly earlier just a shame the ring came up abit smaller then expected after using the ring size guide so am wearing it on a different finger then I intended. But it is a beautiful ring'], ['dayvimob', '4', 'Looks good, but a bit hard to clean.'], ['Ana', '3', ""It took a little while to arrive but I already received the ring. I think it's coming tomorrow. The seller has shown a very positive interest in the delivery being made in the correct way. I liked the ring but it is thinner than I imagined.""], ['Vincent Burris', '4', 'N/A'], ['Scherry', '5', 'My elephant ring arrived today.  It is so pretty.   The customer service went over beyond my expectations to get my ring to the states.  They were kind and professional.  The quality of the ring is excellent.    They even sent another item because of the delay that was no fault of theirs.  They did not need to do this.  I truly will purchase from them again'], ['Dawn', '5', 'Took a while to arrive but worth the wait.  Gorgeous elephant spinning ring and very good customer service.  Thank you 🙏'], ['Inmita', '2', 'Poor quality very thick 925 no stamp in the ring'], ['JBSluiter', '1', 'I never received the ring despite waiting over a month past the shipping window. The seller asked me to wait, which I did. However, when I finally asked for a refund they went silent. I would not recommend ordering from them. Not great customer service.'], ['Susan', '1', 'Difficult seller. Ring is NOT Sterling..acid tested as costume jewelry. Seller apologized, admitted they sent an ""artificial"" ring, but refused to refund.  Etsy CS was unhelpful. Had to get credit card company involved.  This is not like eBay where buyers are protected.'], ['April Shortt', '1', 'This review is directly related to the seller. The ring I ordered never arrived. While this is not not unusual, the way the seller handled my request for a refund was ridiculous. At the time of my request for a refund, the ring hadn\'t even left India (which, by the way, was 5 weeks after I initially ordered it). I had to ask for a refund three times. Each request was met with a response asking me to ""be patient"" , \'it\'s on the way"" , or, my personal favorite ""we will not be cheating on you"". Then, they told me the only way to get the refund is for me to send the ring back when they clearly saw it was still somewhere in New Delhi. I still have yet to receive a refund. I would encourage anyone looking at items carried by this seller to find something similiar elsewhere. It shouldn\'t be that difficult to be reimbursed.']]"
